"species","Long","Lat","Family","FAO_AREA","Year"
"3","Acipenser gueldenstaedtii",31.316667,46.48333,"Acipenseridae"," 37",2014
"6","Acipenser gueldenstaedtii",30.205561,45.2584,"Acipenseridae"," 37",2013
"9","Acipenser gueldenstaedtii",32.286014,46.10976,"Acipenseridae"," 37",2015
"12","Acipenser gueldenstaedtii",33.186389,46.01833,"Acipenseridae"," 37",2017
"15","Acipenser gueldenstaedtii",29.641389,45.48028,"Acipenseridae"," 37",2015
"18","Acipenser stellatus",29.762778,45.40278,"Acipenseridae"," 37",2017
"19","Acipenser stellatus",31.450833,46.58333,"Acipenseridae"," 37",2015
"20","Acipenser stellatus",29.706111,45.47056,"Acipenseridae"," 37",2017
"21","Acipenser stellatus",31.173333,46.62306,"Acipenseridae"," 37",2014
"22","Acipenser stellatus",30.03,45.45,"Acipenseridae"," 37",2017
"23","Acipenser stellatus",31.221667,46.33833,"Acipenseridae"," 37",2018
"24","Acipenser stellatus",31.39802,46.12248,"Acipenseridae"," 37",2010
"25","Acipenser stellatus",29.751389,45.29083,"Acipenseridae"," 37",2017
"26","Acipenser stellatus",29.698611,45.48611,"Acipenseridae"," 37",2015
"27","Aidablennius sphynx",34.382333,44.62249,"Blenniidae"," 37",2021
"28","Alosa immaculata",30.152808,45.8245,"Clupeidae"," 37",2020
"29","Alosa immaculata",30.908561,46.57206,"Clupeidae"," 37",2020
"30","Alosa immaculata",31.452837,46.61487,"Clupeidae"," 37",2020
"31","Alosa immaculata",29.40607,44.74536,"Clupeidae"," 37",2012
"32","Alosa immaculata",33.113363,46.12606,"Clupeidae"," 37",2020
"33","Arnoglossus kessleri",30.209839,45.25439,"Bothidae"," 37",2012
"34","Arnoglossus kessleri",30.20352,45.24872,"Bothidae"," 37",2015
"35","Atherina hepsetus",33.141154,46.12664,"Atherinidae"," 37",2020
"36","Atherina hepsetus",31.479276,46.62196,"Atherinidae"," 37",2020
"37","Atherina hepsetus",32.768999,46.11206,"Atherinidae"," 37",2020
"38","Atherina hepsetus",31.691326,46.63944,"Atherinidae"," 37",2020
"39","Babka gymnotrachelus",28.9500007629,44.9000015259,"Gobiidae"," 37",1984
"40","Babka gymnotrachelus",28.95,44.9,"Gobiidae"," 37",1984
"41","Belone belone",29.6666660309,45.1166648865,"Belonidae"," 37",1996
"66","Chelidonichthys lucerna",33.736179,44.37988,"Triglidae"," 37",2005
"67","Chelidonichthys lucerna",32.48318,45.34752,"Triglidae"," 37",2005
"68","Chelidonichthys lucerna",33.533635,44.83965,"Triglidae"," 37",2005
"69","Chelon auratus",31.544564,46.74376,"Mugilidae"," 37",2020
"70","Clupeonella cultriventris",31.910854,46.71139,"Clupeidae"," 37",2020
"88","Diplodus puntazzo",35.210329,44.90832,"Sparidae"," 37",2008
"89","Diplodus puntazzo",35.264371,44.93792,"Sparidae"," 37",2011
"90","Hippocampus guttulatus",32.91769,46.06746,"Syngnathidae"," 37",2016
"91","Hippocampus guttulatus",31.533333,46.53333,"Syngnathidae"," 37",2009
"92","Knipowitschia caucasica",28.8833333333,44.6333333333,"Gobiidae"," 37",1982
"93","Knipowitschia caucasica",28.8833332062,44.6333351135,"Gobiidae"," 37",1982
"94","Knipowitschia caucasica",28.883333,44.63333,"Gobiidae"," 37",1982
"95","Merlangius merlangus",27.686111,42.43333,"Gadidae"," 37",1991
"96","Mesogobius batrachocephalus",31.909317,46.69039,"Gobiidae"," 37",2011
"97","Mugil cephalus",31.526354,46.70092,"Mugilidae"," 37",2020
"98","Mugil cephalus",31.986693,46.99135,"Mugilidae"," 37",2020
"99","Neogobius melanostomus",32.45,45.05,"Gobiidae"," 37",2017
"100","Parablennius sanguinolentus",34.903868,44.82017,"Blenniidae"," 37",2019
"106","Percarina demidoffii",28.88333,44.63333,"Percidae"," 37",1991
"107","Percarina demidoffii",28.961924,44.768322,"Percidae"," 37",1991
"108","Platichthys flesus",29.1666660309,41.5,"Pleuronectidae"," 37",1999
"109","Platichthys flesus",32.55327,46.07271,"Pleuronectidae"," 37",2020
"110","Platichthys flesus",33.28497,46.06654,"Pleuronectidae"," 37",2020
"111","Platichthys flesus",28.6666660309,44.2000007629,"Pleuronectidae"," 37",1999
"112","Platichthys flesus",29.77197,45.6103,"Pleuronectidae"," 37",2020
"113","Platichthys flesus",32.282789,46.11214,"Pleuronectidae"," 37",2020
"114","Platichthys flesus",32.691093,46.09848,"Pleuronectidae"," 37",2020
"115","Platichthys flesus",35,43,"Pleuronectidae"," 37",1999
"116","Pomatoschistus bathi",34.93,42.08,"Gobiidae"," 37",2013
"117","Proterorhinus marmoratus",31.4868,46.69,"Gobiidae"," 37",2005
